N,P,K,ph
-0.5854169007844509,0.39953802966358587,-0.5400028757222298,0.22038914355245143
0.2985791443163006,0.15855553062043612,-0.15224523293098935,0.9431293790853421
-0.6925679365542389,2.026169898204847,2.9498159093989345,-1.119898256259333
-0.799718972324027,-0.4439007169874384,-0.5593907578617918,0.7990783726884622
1.7986936450933335,-0.9861113398345254,-0.28796040790792354,1.0202356336188845
0.2450036264314066,0.038064281098861216,-0.09408158651230328,1.8109657819180869
1.7183303682659925,-1.34758508839925,0.061021470604192926,-0.5651243335457514
-0.4782658650146628,-0.7451288407913756,-0.28796040790792354,0.49658856400743373
-1.2818986332880733,0.18867834300082983,-0.5787786400013539,-2.129211544255773
1.02184863576237,1.1224855267930351,0.119185117022879,-0.23079749429657248
-1.094384320690944,0.038064281098861216,-0.5012271114431058,-0.9450453686550377
1.1557874304746052,-0.1125497808031074,-0.5787786400013539,-0.7558159846869684
-1.067596561748497,0.610397716326342,-0.6175544042804779,0.23675442651899828
1.7719058861508865,0.7610117782283106,0.0028578241855068487,-0.3598932387951531
-0.3443270703024277,-1.1668482141168877,-0.36551193646617164,-1.7968205760674034
-0.5050536239571098,0.038064281098861216,0.041633588464630895,0.15860873848848653
-0.880082249151368,0.36941521728319215,-0.5206149935826678,-0.1370934168048087
-0.37111482924487477,0.33929240490279844,-0.63694228642004,-1.0033565642356765
-0.5050536239571098,2.6286261458127216,3.0079795558176206,-1.1950566003044427
0.7271832873954529,-0.1125497808031074,-0.1134694686518653,-0.13570719402851392
-0.15681275770529862,0.09830990585964866,-0.0359179400936172,0.2662386911573494
0.13785259066161853,0.12843271824004238,0.0028578241855068487,0.3128210831324345
-0.3443270703024277,0.5501520915655546,-0.5400028757222298,-0.7181543675096487
-1.3354741511729673,-0.17279540556389486,-0.4818392293035438,-0.28656478074335023
1.3700895020141812,-0.14267259318350112,-0.5400028757222298,-0.2598046630129749
-1.1479598385758383,-0.6246375912698007,-0.38489981860573363,-0.013104960361519721
-0.746143454439133,0.33929240490279844,-0.5593907578617918,-0.8071034857192969
-0.6925679365542389,0.42966084204397964,-0.5787786400013539,0.8560627126855601
0.5932444926832178,0.12843271824004238,-0.5400028757222298,0.18742235115651257
0.6200322516256648,-0.17279540556389486,-0.6175544042804779,-0.028473298858134675
0.2450036264314066,0.038064281098861216,-0.17163311507055137,0.7507920232703778
1.5308160556688633,-0.5643919665090132,-0.46245134716398173,0.6779546723408705
1.1289996715321582,0.12843271824004238,-0.21040887934967542,0.6263271847103559
-1.067596561748497,-0.29328665508546975,-0.6175544042804779,2.04064094572214
-0.23717603453263966,0.39953802966358587,0.5457185240932435,0.8638338813485921
-0.39790258818732177,0.33929240490279844,-0.63694228642004,1.6175813508450279
0.4325179390285357,0.038064281098861216,-0.09408158651230328,1.0431882177683762
-1.3622619101154143,-1.0463569645953128,-0.30734829004748554,-0.2844488702601476
-0.6657801776117919,-0.08242696842271367,-0.46245134716398173,1.7487210850578885
-0.5050536239571098,-1.1969710264972815,-0.22979676148923744,0.48651011329166965
0.030701554891830483,0.279046780142011,-0.5787786400013539,0.6217578317483401
-1.121172079633391,0.18867834300082983,-0.5012271114431058,-0.23023370823199074
-0.719355695496686,-0.8053744655521631,-0.28796040790792354,-0.3250090468426338
1.7719058861508865,-0.08242696842271367,-0.656330168559602,-0.5322604087024003
-0.2907515524175337,0.3091695925224047,-0.63694228642004,-0.6860868796429198
0.8611220821076879,0.18867834300082983,-0.24918464362879947,0.5892481500332858
-0.39790258818732177,0.038064281098861216,-0.5593907578617918,0.239500183325244
-1.2015353564607323,-1.4078307131600376,-0.8114332256760982,0.97436396457706
-0.6122046597268979,0.610397716326342,0.6232700526514916,3.003148622977872
0.9146975999925819,-0.9861113398345254,-0.0359179400936172,-0.34667924273306844
0.003913795949383468,0.5501520915655546,0.5069427598141195,0.850548894943762
-0.37111482924487477,-1.0764797769757066,-0.1910209972101134,-0.036232310648444746
-0.37111482924487477,-0.5342691541286195,-0.4236755828848577,-0.7070214059560566
-1.2283231154031793,-0.9861113398345254,-0.21040887934967542,-0.4507036425978812
-1.3086863922305203,-0.4740235293678321,-0.5981665221409159,0.21852031276421352
0.9414853589350289,-0.5041463417482258,-0.63694228642004,-1.162608955700729
-0.799718972324027,-0.9258657150737379,-0.13285735079142733,0.587636640152673
1.3165139841292872,-0.5643919665090132,-0.24918464362879947,-0.1379598693298526
-0.6925679365542389,-0.9861113398345254,-0.7338816971178501,0.0099290471703708
-1.2551108743456263,-1.4379535255404312,-0.8114332256760982,0.3346580745528964
1.7719058861508865,-0.594514778889407,-0.46245134716398173,0.9921037545187742
-0.39790258818732177,0.39953802966358587,0.5457185240932435,0.9139514686835739
1.4236650198990752,-0.9258657150737379,-0.0359179400936172,0.41497027363517136
1.048636394704817,-0.29328665508546975,-0.21040887934967542,1.3319558089041665
0.8611220821076879,-0.7451288407913756,0.061021470604192926,0.32917625929571315
-0.4246903471297688,0.36941521728319215,-0.0359179400936172,0.6537818505739273
0.8343343231652409,-0.4137779046070446,-0.17163311507055137,-0.23613923669865475
1.1825751894170522,0.8513802153694917,-0.016530057954055176,-0.9570744767696148
0.5128812158558768,-0.5342691541286195,-0.13285735079142733,0.644348033824156
0.003913795949383468,0.09830990585964866,0.119185117022879,0.2922704052472378
1.2897262251868402,-1.136725401736494,-0.36551193646617164,-0.07783261756882158
1.9058446808631215,-0.4137779046070446,-0.6175544042804779,0.5247485685989365
-0.826506731266474,0.24892396776161727,-0.5981665221409159,1.1928594054087607
-1.2283231154031793,0.24892396776161727,-0.5012271114431058,-2.257834457394458
-1.1479598385758383,0.5501520915655546,-0.6175544042804779,-0.9669603958192576
-0.77293121338158,-1.136725401736494,-0.4236755828848577,-0.5815503095297271
2.1201467524026976,0.15855553062043612,-0.5787786400013539,0.08869427636893742
1.075424153647264,-0.3836550922266509,-0.22979676148923744,-0.41740702390979173
0.6736077695105588,-0.14267259318350112,-0.13285735079142733,-1.6260441582719378
-0.5854169007844509,0.48990646680476707,-0.656330168559602,0.5482839192459992
0.11106483171917153,0.39953802966358587,-0.63694228642004,0.18828148424197827
0.21821586748895958,-0.20291821794428858,0.08040935274375495,0.5196648596047483
1.4236650198990752,-0.20291821794428858,-0.5981665221409159,1.541142540725652
-1.014021043863603,-0.20291821794428858,-0.5593907578617918,0.12014130569089197
-0.5050536239571098,-1.2873394636384625,-0.3461240543266096,-0.32167476350916896
0.7807588052803469,0.7007661534675231,0.0028578241855068487,-1.2179677589575182
1.7451181272084395,-0.7752516531717694,-0.28796040790792354,-0.03813696219196869
-1.3086863922305203,2.327398022008784,2.9110401451198102,-0.567737258639743
-0.5586291418420039,0.6405205287067357,0.6232700526514916,-0.05741513678063126
-0.4246903471297688,-0.05230415604231996,-0.5787786400013539,0.3211968043589594
-0.18360051664774563,0.279046780142011,-0.656330168559602,1.1568258252474164
-1.121172079633391,-1.136725401736494,-0.1910209972101134,-0.4583451871048144
-0.826506731266474,-1.4078307131600376,-0.7726574613969741,0.8830578863426224
-0.37111482924487477,-1.3174622760188563,-0.3267361721870476,-0.3749775911268198
0.7807588052803469,-1.136725401736494,-0.05530582223317922,0.6365527288882683
-0.4246903471297688,0.3091695925224047,-0.656330168559602,0.062257603746984524
1.7986936450933335,1.0321170896518541,0.041633588464630895,-0.32692063939152594
-0.853294490208921,2.056292710585241,2.9692037915384963,-0.8357666016271872
1.5576038146113103,-0.6848832160305881,-0.4236755828848577,0.6804034522492415
1.6647548503810985,-0.7150060284109818,0.022245706325068875,-0.22830277117030046
0.11106483171917153,0.7308889658479168,-0.5400028757222298,0.19633199868359147
-0.4514781060722158,-1.4379535255404312,-0.4236755828848577,-0.7721304269749716
0.4325179390285357,0.15855553062043612,-0.15224523293098935,-0.5739194942850867
-0.719355695496686,-0.6246375912698007,-0.2685725257683615,-1.4479282699847258
0.7807588052803469,-0.7150060284109818,-0.46245134716398173,1.3503981006221906
-0.4514781060722158,0.6706433410871294,0.6038821705119296,2.0004572498450295
-1.04080880280605,0.7911345906087043,-0.5787786400013539,-0.6399903319447351
-0.37111482924487477,-0.9258657150737379,-0.7144938149782881,-0.07461370577618077
-0.3175393113599807,-1.468076337920825,-0.3461240543266096,-1.1750679859557012
-1.2551108743456263,0.21880115538122355,-0.5400028757222298,0.3885727154510684
1.4504527788415222,-1.0764797769757066,-0.2685725257683615,0.3797145245368295
-0.746143454439133,-1.4078307131600376,-0.28796040790792354,-0.7834864272117046
-0.933657767036262,-1.3174622760188563,-0.15224523293098935,0.3739425324530192
-0.746143454439133,-0.9258657150737379,-0.4236755828848577,-1.685059747799931
-0.5854169007844509,2.357520834389178,3.0079795558176206,-0.4641468105871777
-0.3175393113599807,0.7308889658479168,-0.656330168559602,-0.687763982611492
0.13785259066161853,0.15855553062043612,0.119185117022879,0.12978550315198878
-1.014021043863603,0.39953802966358587,-0.5981665221409159,-1.3932552169182484
2.093358993460251,0.18867834300082983,-0.5206149935826678,-0.6589810674825317
0.7807588052803469,-1.1668482141168877,-0.4042877007452957,0.32732554637146244
2.0129957166329095,-0.1125497808031074,-0.5787786400013539,0.23004472796840048
-0.6389924186693449,0.3091695925224047,-0.656330168559602,-1.2233978448682414
-0.77293121338158,0.038064281098861216,-0.5593907578617918,1.2672252560226944
1.8254814040357805,-0.7150060284109818,-0.4042877007452957,0.06885897615777192
-0.5586291418420039,-1.1066025893561002,-0.3461240543266096,0.4593422822891765
-1.2551108743456263,0.45978365442437336,-0.5787786400013539,-1.406831946084364
-0.4246903471297688,2.237029584867603,3.0273674379571824,-0.5368313262941276
-1.014021043863603,-0.7752516531717694,-0.30734829004748554,-0.9988875707209045
-1.1747475975182853,-1.1066025893561002,-0.44306346502441973,-0.04946968872485505
-0.5318413828995568,0.5501520915655546,-0.6175544042804779,-0.808288866936223
1.7719058861508865,0.06818709347925493,-0.656330168559602,1.1950981425867033
-1.2283231154031793,-1.0764797769757066,-0.675718050699164,1.2810426145379323
-0.39790258818732177,-0.8053744655521631,-0.44306346502441973,-0.2583012939699091
0.2450036264314066,-0.17279540556389486,-0.1910209972101134,0.7697391918961154
-0.933657767036262,2.688871770573509,2.8722643808406865,-0.7156445944463746
-1.2551108743456263,-0.3836550922266509,-0.5593907578617918,0.25515536712250375
-0.853294490208921,-0.4740235293678321,-0.44306346502441973,-2.514256415434843
-0.746143454439133,2.658748958193115,2.8722643808406865,-0.5896556577832592
0.5396689747983238,-0.05230415604231996,-0.1134694686518653,0.3658938540697919
-0.39790258818732177,0.21880115538122355,-0.5400028757222298,-1.090187780615216
1.6647548503810985,-0.6246375912698007,-0.28796040790792354,0.14012657415925142
-0.5318413828995568,-1.227093838877675,-0.30734829004748554,-0.143507838801581
-0.6925679365542389,0.24892396776161727,-0.5400028757222298,0.7668122316560474
-1.014021043863603,0.45978365442437336,-0.5787786400013539,-0.7680022460889209
-0.826506731266474,0.18867834300082983,-0.46245134716398173,0.35759826432957315
-0.5854169007844509,-0.594514778889407,-0.44306346502441973,-0.232909707869036
0.9414853589350289,-0.4137779046070446,-0.30734829004748554,1.27869818460029
-0.906870008093815,0.3091695925224047,-0.6175544042804779,-1.0305636401705736
-0.6122046597268979,-0.8053744655521631,-0.3267361721870476,-0.8975683125371109
-0.5854169007844509,0.6706433410871294,-0.656330168559602,0.7479578720626162
-1.121172079633391,0.45978365442437336,-0.5593907578617918,-1.1233949935689889
-0.4246903471297688,0.5501520915655546,-0.5400028757222298,1.6820523357026422
0.4593056979709827,0.48990646680476707,0.09979723488331697,0.6965703443441572
-1.1747475975182853,-0.4137779046070446,-0.6175544042804779,2.713820531630391
0.48609345691342976,0.09830990585964866,-0.2685725257683615,-0.3466217285629939
-0.18360051664774563,-0.20291821794428858,-0.07469370437274125,0.16573501219641792
-0.6925679365542389,0.3091695925224047,-0.5593907578617918,-2.1461907610393567
-0.37111482924487477,-1.2873394636384625,-0.24918464362879947,0.33629395559655967
1.2897262251868402,0.5802749039459483,0.08040935274375495,-0.7578259662153264
-0.3175393113599807,0.18867834300082983,-0.656330168559602,-1.890032723016231
-0.3175393113599807,-0.7451288407913756,-0.38489981860573363,-0.4029323382232175
-0.3175393113599807,-1.136725401736494,-0.4236755828848577,-1.9802173258271105
-0.853294490208921,-0.8957429026933442,-0.656330168559602,0.8934974924832492
1.1557874304746052,0.48990646680476707,-0.016530057954055176,-0.3357410273381911
-0.6657801776117919,-0.6547604036501944,-0.3267361721870476,0.466844379009928
-0.880082249151368,2.1466611477264217,3.0079795558176206,-0.5294978063540775
0.9146975999925819,-0.8053744655521631,-0.07469370437274125,0.019130310879016763
-0.746143454439133,-0.8957429026933442,-0.3267361721870476,-1.072425253302277
0.9950608768199231,-0.7451288407913756,0.041633588464630895,-0.4655341804106089
-1.3354741511729673,2.447889271530359,2.9885916736780587,-1.0807985903932869
1.02184863576237,-0.05230415604231996,-0.13285735079142733,-0.4059776622442537
1.6379670914386513,0.5802749039459483,-0.016530057954055176,-0.972115281763405
1.1825751894170522,0.6405205287067357,-0.07469370437274125,-0.8123775301562497
1.5843915735537573,-0.4439007169874384,-0.5981665221409159,1.7144684841406115
1.3700895020141812,-0.5041463417482258,-0.46245134716398173,-0.7105495011072266
-0.906870008093815,0.06818709347925493,-0.6175544042804779,-0.6470584181306904
0.7003955284530059,0.09830990585964866,-0.5400028757222298,0.12805147193389393
1.7183303682659925,-1.0764797769757066,0.08040935274375495,-0.5741181591952812
-0.4246903471297688,2.447889271530359,2.9110401451198102,-0.06748688921090178
-0.4514781060722158,-0.7451288407913756,-0.7920453435365362,-0.002343276695402985
0.2450036264314066,0.12843271824004238,0.041633588464630895,0.50679682026673
-0.37111482924487477,-1.0764797769757066,-0.36551193646617164,-0.08815144055943608
-1.094384320690944,-0.8957429026933442,-0.4236755828848577,-0.9709139306228661
1.3165139841292872,-0.4137779046070446,-0.5593907578617918,1.278334758570174
1.4772405377839692,-0.9861113398345254,-0.2685725257683615,1.2737412184424293
-0.4782658650146628,0.6405205287067357,-0.5400028757222298,0.3108628883681386
-0.746143454439133,-0.7150060284109818,-0.09408158651230328,-0.42759792178340983
-0.6122046597268979,0.12843271824004238,0.6232700526514916,-0.35495631399101724
-0.77293121338158,-0.5342691541286195,-0.63694228642004,2.2598949840244127
-0.37111482924487477,-0.14267259318350112,-0.46245134716398173,-0.04825219279799815
-0.77293121338158,-1.3777079007796438,-0.30734829004748554,-1.0265364503254095
0.9950608768199231,-1.468076337920825,-0.0359179400936172,0.27378886468197283
-0.906870008093815,-1.136725401736494,-0.675718050699164,0.22588954253917934
-0.4246903471297688,0.36941521728319215,0.6232700526514916,-0.41000348059164593
1.7183303682659925,-0.6848832160305881,-0.36551193646617164,0.5069608688863814
-0.049661721935510564,0.42966084204397964,-0.5206149935826678,0.8803530813375559
0.2450036264314066,0.15855553062043612,-0.5206149935826678,0.9644677756059558
-0.5854169007844509,-0.3836550922266509,-0.5400028757222298,3.154524102127317
-0.5586291418420039,-0.8656200903129505,-0.3461240543266096,-0.8449143051507687
1.8522691629782275,-0.9258657150737379,0.119185117022879,0.36487984352198555
-0.826506731266474,-0.9258657150737379,-0.7338816971178501,-0.05835773157344543
-0.3175393113599807,0.12843271824004238,0.7008215812097397,-0.5944078623253215
-0.3443270703024277,-0.9861113398345254,-0.2685725257683615,-0.7974115207264219
0.4057301800860887,-0.29328665508546975,-0.5593907578617918,0.37525626550413405
-0.5586291418420039,0.7610117782283106,-0.5206149935826678,-0.2586655029673525
-0.880082249151368,-1.1969710264972815,-0.7338816971178501,0.12837809197483607
-0.4514781060722158,-0.26316384270507603,-0.5400028757222298,-0.2153889334633362
-1.067596561748497,-1.4379535255404312,-0.46245134716398173,-0.48396247136785003
1.02184863576237,-0.20291821794428858,-0.21040887934967542,-0.587109518497458
-0.77293121338158,-0.08242696842271367,-0.63694228642004,2.8541119207419556
